SAA;Year_1;Year_2;Year_3;Year_4;Year_5;Year_6
Proxy-VaR-Target-VFR 97.5%;0.130584804450284;0.128568870115845;0.129109190357376;0.129904243397298;0.130409114149561;0.131436072307998
VaR-Target-VFR 97.5%;0.144520839315167;0.142217347386549;0.14283417337755;0.143737765580304;0.14427952019018;0.145502325398162
CVaR-Target-VFR 97.5%;0.179783748844471;0.176862078062748;0.177938411258923;0.178752771789459;0.179475223676435;0.180287353164955
