SAA;Year_1;Year_2;Year_3;Year_4;Year_5;Year_6
Proxy-VaR-Target-VFR 97.5%;0.130584804450284;0.178862287588046;0.21672737176112;0.250259489074037;0.282041624951427;0.312484579232684
VaR-Target-VFR 97.5%;0.144520839315167;0.201193461607226;0.244502574138286;0.281189323399604;0.314321798410908;0.344200621514811
CVaR-Target-VFR 97.5%;0.179783748844471;0.250470711869132;0.305604436095353;0.353780750332089;0.396116772163204;0.435440521369791
